Count,Sum,Mean,Median,Mode,Std,Min,Max,25%,50%,75%,Skewness,Kurtosis
113,6271,55.49557522123894,47.0,"[29, 37]",30.717353138217362,4,173,33,47,71,1.2221994166127559,1.6789151592976106
