Count,Sum,Mean,Median,Mode,Std,Min,Max,25%,50%,75%,Skewness,Kurtosis
689,39104773,56755.838896952104,-86.0,"[-7978358, -5757319, -5722564, -5480911, -5403476, -5333022, -5106778, -4832269, -4365456, -4306126, -4289959, -4267946, -3985771, -3799419, -3789004, -3562110, -3515879, -3514393, -3410650, -3407672, -3377058, -3373255, -3335241, -3305235, -3196661, -3146700, -3050634, -2929511, -2914573, -2861496, -2849254, -2818670, -2805937, -2770228, -2763566, -2750093, -2749594, -2744291, -2718159, -2689936, -2661905, -2596123, -2579620, -2541992, -2448364, -2440100, -2411942, -2402700, -2370369, -2365585, -2321107, -2309043, -2260487, -2244458, -2187415, -2170364, -2124638, -2124121, -2112594, -2107779, -2097705, -2045648, -2042093, -2026476, -2016241, -1992066, -1988214, -1985739, -1982828, -1963859, -1957866, -1944517, -1932404, -1930570, -1892731, -1869459, -1854524, -1811603, -1801819, -1791280, -1758772, -1739817, -1705482, -1700274, -1655939, -1638507, -1627595, -1572535, -1571713, -1558342, -1556914, -1520289, -1520033, -1515147, -1506659, -1495889, -1495392, -1494305, -1488439, -1453512, -1449922, -1449235, -1421746, -1412676, -1376766, -1370890, -1338645, -1328847, -1309873, -1307585, -1300826, -1299537, -1289315, -1270827, -1259648, -1245479, -1237903, -1226433, -1223600, -1220040, -1200609, -1196237, -1188181, -1186741, -1183091, -1175486, -1156291, -1148208, -1141626, -1131994, -1126428, -1121434, -1112232, -1085865, -1084570, -1078117, -1053499, -1041099, -1039153, -1005204, -1004284, -998835, -944762, -926580, -918502, -916457, -901658, -889032, -872539, -871366, -871180, -869623, -859803, -851703, -849132, -846179, -841721, -838893, -837866, -823245, -811606, -801712, -792590, -789805, -777285, -772554, -772338, -755753, -744590, -732526, -719722, -718775, -714420, -701794, -698998, -693359, -686559, -684421, -671908, -671487, -666384, -650427, -648080, -639644, -628929, -620611, -619943, -619540, -618641, -615620, -605710, -600814, -599989, -595592, -590746, -577867, -575907, -574153, -569707, -565288, -559041, -546958, -540865, -537857, -528381, -527556, -515922, -512793, -512262, -507651, -503493, -503054, -502932, -497226, -483174, -482901, -476035, -469430, -464636, -461484, -455589, -447899, -446768, -440374, -439288, -439037, -437714, -431597, -426579, -422020, -420814, -420755, -419989, -416756, -409891, -393735, -389929, -386041, -384519, -376575, -367332, -366701, -355929, -354656, -353790, -346748, -346089, -341555, -337132, -331163, -330488, -320638, -320466, -306066, -302414, -301880, -301604, -298944, -298753, -296353, -296293, -292723, -282806, -278464, -275981, -275419, -263342, -256392, -250520, -250315, -250068, -248170, -242398, -242308, -232851, -218254, -210155, -206746, -199639, -189352, -180662, -179224, -172232, -169516, -156962, -144869, -136486, -136011, -135397, -132191, -126509, -126134, -120511, -118047, -117092, -114338, -105429, -104838, -104244, -104082, -96362, -94533, -93659, -91596, -89435, -82768, -75217, -73064, -72703, -67211, -61172, -58454, -57607, -55825, -53180, -51550, -51519, -49281, -48511, -46571, -42808, -36540, -36114, -35160, -34311, -24786, -23641, -22153, -21643, -21605, -19021, -16122, -10471, -8336, -7205, -2932, -2300, -2040, -2000, -1738, -718, -587, -326, -197, -86, -62, -44, -5, -1, 0, 286, 317, 1572, 3011, 3093, 3706, 4487, 8896, 9593, 12216, 13161, 14127, 14179, 14255, 14748, 14852, 15300, 15462, 18623, 19042, 19748, 20304, 21880, 24224, 25067, 26716, 28684, 29006, 30035, 37013, 44449, 50206, 51500, 52497, 53610, 53789, 57635, 58936, 64016, 64447, 65550, 65910, 66305, 67064, 72484, 73607, 74567, 89863, 90300, 97319, 101605, 103816, 104572, 109189, 112151, 114062, 120834, 126472, 135850, 142910, 143998, 144550, 152345, 153726, 153771, 158728, 160686, 165759, 166578, 170041, 176407, 176732, 179399, 189711, 189833, 190253, 190724, 198542, 205204, 206026, 207404, 208855, 211428, 213033, 217343, 219230, 220880, 227491, 232449, 235306, 237821, 244221, 247506, 257375, 258065, 266233, 272659, 281343, 283861, 286883, 287265, 290495, 293432, 295945, 298781, 309170, 311958, 315699, 318821, 328362, 328636, 329397, 333556, 335040, 344340, 351701, 352146, 358919, 369995, 371872, 372227, 373478, 380643, 381289, 383898, 392662, 412035, 413414, 419796, 429947, 436535, 449520, 455654, 462891, 466150, 469327, 486194, 489215, 515548, 521331, 530849, 536362, 547710, 557440, 559732, 560886, 561813, 564203, 575477, 579541, 586525, 591491, 592096, 628103, 628260, 641118, 642616, 642711, 643228, 657111, 665697, 670629, 676999, 685179, 718451, 721414, 722310, 736705, 752465, 755133, 758355, 765078, 769905, 773130, 777638, 780630, 788533, 794589, 797892, 814401, 832364, 841755, 856475, 883821, 898959, 900406, 915474, 919534, 946524, 952624, 962444, 964485, 986530, 1007031, 1008142, 1009021, 1022745, 1031750, 1032615, 1035950, 1055515, 1071766, 1078027, 1078819, 1078873, 1104360, 1107020, 1107420, 1122793, 1122986, 1136839, 1141109, 1153377, 1169523, 1173591, 1218698, 1239601, 1242752, 1258263, 1258895, 1290339, 1291710, 1325259, 1327452, 1330423, 1330559, 1341431, 1354175, 1368308, 1373057, 1375922, 1379382, 1383779, 1387739, 1395324, 1398851, 1433278, 1441095, 1449933, 1451727, 1456311, 1456481, 1459677, 1462682, 1470976, 1510561, 1513489, 1577935, 1587321, 1589866, 1600655, 1636025, 1651303, 1654739, 1659976, 1664692, 1666591, 1667253, 1685464, 1702611, 1748707, 1752150, 1784350, 1798143, 1819711, 1825682, 1844711, 1889988, 1921173, 2020401, 2027060, 2043594, 2047157, 2056344, 2103289, 2153550, 2176789, 2289868, 2299257, 2317504, 2348797, 2359132, 2367677, 2373206, 2439467, 2460101, 2671182, 2673039, 2697144, 2701120, 2734488, 2777520, 2943680, 2946896, 3021984, 3042295, 3049551, 3062711, 3089132, 3144144, 3146626, 3156636, 3302882, 3382861, 3456942, 3491266, 3528739, 3629419, 3640667, 3708056, 3725707, 3789105, 3867057, 4233347, 4325572, 4463153, 4474105, 4476199, 4526986, 4566280, 4569849, 4607346, 4851360, 4917123, 4986648, 5208286, 5227629, 5361495, 5385884, 5402103, 5407513, 5527648, 5926818, 6134227, 6405768, 6912951, 6929905, 7336643, 8213295]",1828723.6281829912,-7978358,8213295,-714420,-86,722310,0.4989694991904508,3.069833719587855
