Text,Token,Start Index,End Index,Entity Label,Knowledge Base ID
"Amitabh Mall, Asish Mohapatra, Chaitanya Peddi, Jayant Paleti, Kunal Shah, Kunal Suri, M Venture Partners (MVP), Pradeep Parameswaran, Rahul Chaudhary, Rajeev Kumar, Rohit Chennamaneni, Ruchi Kalra, Sakshi Sinha, Sandeep Singh, Shantanu Deshpande, Shashvat Nakrani, Siddharth Jayanty, Sidharth Gupta, Suhail Sameer",Shashvat Nakrani,248,264,PERSON,
"Amitabh Mall, Asish Mohapatra, Chaitanya Peddi, Jayant Paleti, Kunal Shah, Kunal Suri, M Venture Partners (MVP), Pradeep Parameswaran, Rahul Chaudhary, Rajeev Kumar, Rohit Chennamaneni, Ruchi Kalra, Sakshi Sinha, Sandeep Singh, Shantanu Deshpande, Shashvat Nakrani, Siddharth Jayanty, Sidharth Gupta, Suhail Sameer",Siddharth Jayanty,266,283,PERSON,
"Amitabh Mall, Asish Mohapatra, Chaitanya Peddi, Jayant Paleti, Kunal Shah, Kunal Suri, M Venture Partners (MVP), Pradeep Parameswaran, Rahul Chaudhary, Rajeev Kumar, Rohit Chennamaneni, Ruchi Kalra, Sakshi Sinha, Sandeep Singh, Shantanu Deshpande, Shashvat Nakrani, Siddharth Jayanty, Sidharth Gupta, Suhail Sameer",Sidharth Gupta,285,299,PERSON,
"Amitabh Mall, Asish Mohapatra, Chaitanya Peddi, Jayant Paleti, Kunal Shah, Kunal Suri, M Venture Partners (MVP), Pradeep Parameswaran, Rahul Chaudhary, Rajeev Kumar, Rohit Chennamaneni, Ruchi Kalra, Sakshi Sinha, Sandeep Singh, Shantanu Deshpande, Shashvat Nakrani, Siddharth Jayanty, Sidharth Gupta, Suhail Sameer",Suhail Sameer,301,314,PERSON,
Deutsche Bank,Deutsche Bank,0,13,ORG,
"Amplo, Craft Ventures, Felicis Ventures, Gokul Rajaram",Amplo,0,5,GPE,
"Amplo, Craft Ventures, Felicis Ventures, Gokul Rajaram",Craft Ventures,7,21,ORG,
"Amplo, Craft Ventures, Felicis Ventures, Gokul Rajaram",Felicis Ventures,23,39,ORG,
"Catherine Chew, Hilmar Veigar Petursson, Lakestar, Makers Fund, Phil Mansell, Project A Ventures",Catherine Chew,0,14,PERSON,
"Catherine Chew, Hilmar Veigar Petursson, Lakestar, Makers Fund, Phil Mansell, Project A Ventures",Veigar Petursson,23,39,PERSON,
"Catherine Chew, Hilmar Veigar Petursson, Lakestar, Makers Fund, Phil Mansell, Project A Ventures","Lakestar, Makers Fund",41,62,ORG,
"Catherine Chew, Hilmar Veigar Petursson, Lakestar, Makers Fund, Phil Mansell, Project A Ventures",Phil Mansell,64,76,PERSON,
"Catherine Chew, Hilmar Veigar Petursson, Lakestar, Makers Fund, Phil Mansell, Project A Ventures",Project A Ventures,78,96,ORG,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",Ash Tower Limited,0,17,PERSON,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",CDIB Capital Group,19,37,ORG,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",CHT Security,57,69,ORG,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",Chun-I Wu,71,80,ORG,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",Asia,88,92,LOC,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",KAiA Capital,94,106,ORG,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",MediaTek,108,116,ORG,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",Purestone Capital,118,135,ORG,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",SIMPLO,137,143,ORG,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",Steven Pan,145,155,PERSON,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",Ta Ya Electric Wire &,157,178,ORG,
"Ash Tower Limited, CDIB Capital Group, CDIB-Innolux L.P, CHT Security, Chun-I Wu, JAFCO Asia, KAiA Capital, MediaTek, Purestone Capital, SIMPLO, Steven Pan, Ta Ya Electric Wire &amp; Cable, Taya Ventures, TGVest Capital",Cable,183,188,ORG,
